entry	  دەم	زارک	دەرگانە	دەروو	ناڤدەر	درگا	دەرک	رێڕەو	پێشەکی	دەسپێک	لێما	لێمە	سەرواژە	سەروشە
clock	  کاتژمێر	سەعات												
opening	  کردنەوە	سەرەتا												
begin	  دەست پێکردن	سەرەتا												
shin	  پێ‌ڕەقه	سەرووی گوزینگ												
fluctuation	  هەڵکێشە و داکێشە	سەروژێری												
investment	  سەرمایەخستنەگەڕ	سەرمایەگوزاری												
prosper	  گەشەسەندن	سەرکەوتن												
rebellion	  یاخیگەری	سەرکێشی												
vagabond	   دەربەدەر	سەرسەری												
title	  ناونیشان	سەردێڕ												
care	  چاودێری	سەرپەرەشتی												
custody	  سەرپەرەشتی(منداڵ)	سەرپەرستی												
evil	  نەگریس	سەربەگێچەڵ												
freedom	  ئازادی	سەربەستی												
liberty	  ئازادی	سەربەستی												
shoulder	  شان	سەرباڵ												
breast	  مەمک	سینگ												
seminar	  کۆڕبەستن	سیمینار												
symmetry	  هاوتایی	سیمێتری												
sector	  کەرت	سێکتور												
sacrament	  دابی ئایینی	سوێند												
burn	  سووتان	سووتاندن												
soup	  شۆربا	سووپ												
ride	  سواربوون	سواری												
pine	  کاژ	سنەوبەر												
limitation	  بەرسنووری	سنوورداری												
basket	  سەبەتە	سندوق												
virtue	  چاکی	سنجی												
gun	  چەک	سلاح												
belly	  گەدە	سک												
nil	  هیچ	سفر												
punish	  سزا	سزادان												
remove	  لابردن	سڕینەوە												
drug	  دەرمان	سڕکەر												
naturalism	  فەلسەفەی سروشتی	سروشتگەری												
pip	  ناوک (میوە)	سپۆرت (کەس یان شتێک)												
credulity	  خۆشباوەڕی	ساویلکەیی												
infant	  منداڵ	ساوا												
calendar	  ڕۆژژمێر	ساڵنامە												
smooth	لووس	ساف												
organisation	  رێکخراوو	سازی												
organization	  رێکخر‌او	سازی												
falsification	  گۆڕین بۆ ساخته‌کردن	ساخته‌کردن												
poison	  ژار	ژەهر												
meal	  ژەم	ژەمی خواردن												
survive	  بەردەوامی ژیان	ژیانەوە												
underwear	  بەرگی ژێرەوە	ژێرپۆش												
womanhood	  مێیەتی	ژنیەتی												
base	  بنکە	ژمارەی ژێرەوە لە ڕەگی بیرکاریدا												
compute	  دەژمێرێت	ژمارە دەکات												
headache	  سەرئێشه	ژانەسەر												
genre	  چەشنی بەر‌هەمی ئەدەبی	ژانێری ئەدەبی												
cultivation	  جوتیاری	زەوی کێڵان												
Earth	  ئەرز	زەوی												
moor	  زۆنگاو	زەلکاو												
whinny	  لوورە ئاژەڵ	زەڕینی گوێ درێژ												
pale	  ڕەنگ زەرد	زەرد هەڵگەڕاو												
violence	  توندوتیژی	زەبروزەنگ												
live	  زیندی	زیندوو												
recruit	  بەسەربازکردن	زیادکردن ئەندامی نوێ												
bid	  هەراج	زیادکاری												
add-on	  زیادکراو	زیاترکەر												
oblige	  ناچاربوون	زۆرلێ کردن												
obligation	  پابەندبوون	زۆرلێ کردن												
increment	  پەرە	زۆربوون												
exult	  شادمان	زۆر دڵخۆش												
soap	  سابوون	زنجیرەیەکی ڕۆژانەی تەلەڤزیۆنی												
sequence	  ڕیزە	زنجیرە												
lick	  لێساندنەوە	زمان لێدان												
rotation	  خولانەوه	زڤرین												
signal	  سیگناڵ	زانیاری نێردراو												
tidings	  هەواڵ	زانیاری												
physics	  فیزیا	زانستی فیزیا												
expert	  شارەزا	زانا												
victory	  سەرکەوتن	زاڵبوون												
dominion	  دەسەڵات بەڕێوەبردن	زاڵ												
actor	  ئەکتەر	زارڤەکەر												
dispatch	  ناردن	ڕەوانەکردن												
colour	  ڕەنگ	ڕەنگکردن												
behavior	  هەڵسوکەوت	ڕەفتار												
manner	  شێواز	ڕەفتار												
massacre	  کۆمەڵ کوژی	ڕەشەکوژی												
alignment	  لاگرتن	ڕیزکردن												
help	  یارمەتی	ڕێنوێنی												
exit	  دەرچە	ڕێگەی چوونەدەرەوە												
entrance	  دەروازەچونەژوورەوە	ڕێگە چونەژوورەوە												
method	  شێواز	ڕێگە												
adjustment	  وردەکاری	ڕێکخستن												
foundation	  دامەزراندن	ڕێکخراوە												
regularity	  نەرم	ڕێک وپێکی												
prevent	  نەهێشتن	ڕێ گرتن												
sit	  دانیشتن	ڕۆنیشتن												
oil	  نەوت	ڕۆن												
psyche	  نەفس	ڕۆح												
cheek	  گوپ	ڕوومەت و گۆنا												
face	  دەموچاو	ڕوومەت												
garb	  جل و به‌رگ	ڕووکه‌ش دیوی ده‌ره‌وه‌												
disguise	  خۆی دەگۆڕێ	ڕووخساری دەگۆڕێ												
page	  پەڕە	ڕووپەڕ												
hatred	  ڕق	ڕق لێبوونەوە												
deliver	  دەگەیەنێ	ڕزگار دەکا												
conjecture	  گومان	ڕای بێ بەڵگە												
sheep	  مەڕ	ڕانەمەڕ												
reality	  ڕاستەقینە	ڕاستی												
decoration	  نەخشسازی	ڕازاندنەوە												
uncertainty	  گومان	ڕاڕا												
confess	  دان دەنێ	ڕادەگەیەنێ												
extend	  درێژکردنەوە	ڕادە												
ballot	  دەنگدان	ڕاپرسی												
phylum	  پۆل	رەگەز												
root	  ریشە	رەگ												
hardware	  کەلوپەل	رەقەکاڵا												
compassion	  بەزەیی	رەحم												
risk	  مەترسی	ریسک												
direction	  ئاراسته	رێڕەو												
structure	  پێکهاته	رۆنان												
soul	  گیان	رۆح												
fungus	  کووارگ	رووەکی قارچکی												
liberation	  ئازادی	رزگاری												
expel	  کردنە دەرەوه	رتاندن												
advise	  ئامۆژگاری کردن	راوێژ کردن												
realism	  ریالیزم	راستەقینگەری												
want	  ویستن	دەیەوێت												
dish	  قاپ	دەوری												
environment	  ژینگە	دەورووبەر												
vote	  دەنگ	دەنگدان												
mouth	  زار	دەم												
wag	  کلک یا پەنجە یا سەر (دەجوڵێنێ	دەلەقێنێ)												
knead	  دەشێلێ	دەگوشێ												
reaching	  گەیشتن بە	دەگات												
weigh	  کێش	دەکێشێ												
dedicate	  تەرخان دەکا	دەکاتە دیاری												
orchestra	  ئۆرکێسترا	دەستەی ژەنیاران												
clutch	  گرتن	دەستەهێلکە												
assembly	  کۆبوونەوه	دەستە												
acquisition	  بەدەستهێنان	دەستکەوتن												
start	  داگیرساندن	دەستپێکردن												
handwriting	  دەست نووس	دەست و خەت												
resign	  وازهێنان	دەست لە کار کێشانەوە												
surrender	  خۆبەدەستەوەدان	دەست لێ بەردان												
commence	  دەست پێکردن	دەست پێکران												
apprehend	  گرتن	دەسبەسەر کردن												
decade	  دەیە	دەساڵ												
thread	  دەزوو	دەزوولە												
conclusion	  کۆتایی	دەرئەنجام												
disconnect	  پچڕانی پەیوەندی	دەرهێڵبوون												
cure	  چارەکردن	دەرمان کردن												
appearance	  رووخسار	دەرکەوتن												
sack	  جانتا	دەرکردن												
cognition	  پێزانین	دەرک												
staple	  دەرزی سەرخڕ (دەم بووس)	دەرزی مەکینە												
disease	  نەخۆشی درێژ خایەن	دەرد												
success	  سەرکەوتن	دەرچوون												
voice	  دەنگ	دەربڕین												
creep	  دەلەرزێ	دەخشێ												
decline	  ڕەت دەکاتەوە	دەپوکێتەوە												
decay	  تێک دەچێ	دەپوکێتەوە												
chamber	  ژووری پێشوازی	دیوەخان												
democracy	  دیموکراتی	دیموکراسی												
focus	  سەرنجدان	دیقەتدان												
determine	  بڕیاردەدات	دیاری دەکات												
disappear	  بزربوون	دیارنەمان												
destine	  تەرخان دەکا	دیار دەکا												
line	  هێڵ	دێڕ												
coming	  داهاتوو:ئایندە	دێت												
arrive	  دەگات	دێ												
doctrine	  زانستی ماف	دۆکترین												
deport	  شاربەدەری دەکا	دووری دەخاتەوە												
further	  زیاتر	دوورتر												
afternoon	  پاشنیوەڕۆ	دوانیوەڕۆ												
postpone	  وەدواخستن	دواخستن												
suspension	  ڕاگرتن	دواخستن												
delay	  دواکەوتن	دواخستن												
doctor	  پزیشک	دکتۆر												
specify	  دەسنیشانکردن	دستنیشان بکە												
obscure	  دەشارێتەوە	دژواری دەکات												
converse	  دەدوێ	دژ												
theft	  دزی	دزین												
steal	  دزین	دزی کردن												
tree	  دار	درەخت												
build	  بنیاتنان	درووستکردن												
concoct	  داهێنان	دروستکردن												
constitute	  پێک دەهێنێ	دروست دەکا												
realise	  پێزانین	درکپێکردن												
